

"NE Report"
"Save Time: 10/21/2018 14:16:17"
"User Name:RNOSTG"
""

"Total 694 Records"

"NE Name","NE Type","IP Address 1","IP Address 2","Version","Med Partition","Subarea IP","TimeZone","Physical Location","Vendor","Description","District","Longitude","Latitude","Capacity","Maintenance Region","NE Connection Status","Base Station RAT","Base Station ID","Base Station RNC","Home Subnet","Product Type","NE Maintenance Mode","Creation Time","First Connection Time","Password of OM Connection Administrator Recently Modified On"
OMD-Sudantv-01-W-1350,BTS3900 WCDMA,17.25.72.16,-,BTS3900 V100R011C10SPH321,med_partition0205,10.100.0.39,GMT+02:00,-,-,-,-,"0D0'0""W","0D0'0""S",-,-,Online,U,1350,KHS_RNC,Physical Root/3G network/KHS_RNC,DBS3900 WCDMA,NORMAL,12/13/2017 10:21:44,12/13/2017 10:27:49,-
OMD-Aburoaf-01-W-3235,BTS3900 WCDMA,17.25.72.19,-,BTS3900 V100R011C10SPH321,med_partition0205,10.100.0.39,GMT+02:00,-,-,-,-,"0D0'0""W","0D0'0""S",-,-,Online,U,3235,KHS_RNC,Physical Root/3G network/KHS_RNC,DBS3900 WCDMA,NORMAL,12/13/2017 10:52:14,12/13/2017 10:55:24,-
OMD-Alshuhada-01-WL-3118,BTS3900,10.140.22.34,-,BTS3900 V100R011C10SPH321,med_partition0206,10.100.0.39,GMT+02:00,-,-,-,-,"0D0'0""W","0D0'0""S",-,-,Online,UL(F),/3118/3118,/KHS_RNC/,Physical Root/EASY_DEPLOYMENT,DBS3900,NORMAL,12/13/2017 19:18:05,12/14/2017 07:55:20,-
OMD-Haielarab-01-W-1337,BTS3900 WCDMA,17.25.72.20,-,BTS3900 V100R011C10SPH321,med_partition0206,10.100.0.39,GMT+02:00,-,-,-,-,"0D0'0""W","0D0'0""S",-,-,Online,U,1337,KHS_RNC,Physical Root/3G network/KHS_RNC,DBS3900 WCDMA,NORMAL,12/14/2017 08:28:42,12/14/2017 08:30:52,-
OMD-Elarda-03-W-1361,BTS3900 WCDMA,17.25.72.22,-,BTS3900 V100R011C10SPH321,med_partition0205,10.100.0.39,GMT+02:00,-,-,-,-,"0D0'0""W","0D0'0""S",-,-,Online,U,1361,KHS_RNC,Physical Root/3G network/KHS_RNC,DBS3900 WCDMA,NORMAL,12/14/2017 08:55:30,12/14/2017 08:55:52,-
OMD-Alhelalstadium-01-W-2677,BTS3900 WCDMA,17.25.72.31,-,BTS3900 V100R011C10SPH321,med_partition0206,10.100.0.39,GMT+02:00,-,-,-,-,"0D0'0""W","0D0'0""S",-,-,Online,U,2677,KHS_RNC,Physical Root/3G network/KHS_RNC,DBS3900 WCDMA,NORMAL,12/14/2017 09:43:32,12/14/2017 09:53:20,-
OMD-Sudatelelnile-01-W-1324,BTS3900 WCDMA,17.25.72.24,-,BTS3900 V100R011C10SPH321,med_partition0206,10.100.0.39,GMT+02:00,-,-,-,-,"0D0'0""W","0D0'0""S",-,-,Online,U,1324,KHS_RNC,Physical Root/3G network/KHS_RNC,DBS3900 WCDMA,NORMAL,12/14/2017 10:17:50,12/14/2017 10:43:36,-
OMD-Eltiganauni-02-W-1323,BTS3900 WCDMA,17.25.72.23,-,BTS3900 V100R011C10SPH321,med_partition0205,10.100.0.39,GMT+02:00,-,-,-,-,"0D0'0""W","0D0'0""S",-,-,Online,U,1323,KHS_RNC,Physical Root/3G network/KHS_RNC,DBS3900 WCDMA,NORMAL,12/14/2017 11:13:57,12/14/2017 11:16:20,-
OMD-Elarda-01-W-1354,BTS3900 WCDMA,17.25.72.21,-,BTS3900 V100R011C10SPH321,med_partition0205,10.100.0.39,GMT+02:00,-,-,-,-,"0D0'0""W","0D0'0""S",-,-,Online,U,1354,KHS_RNC,Physical Root/3G network/KHS_RNC,DBS3900 WCDMA,NORMAL,12/14/2017 11:39:30,12/14/2017 11:41:56,-
OMD-Elhattana-01-W-1334,BTS3900 WCDMA,17.25.73.10,-,BTS3900 V100R011C10SPH321,med_partition0205,10.100.0.39,GMT+02:00,-,-,-,-,"0D0'0""W","0D0'0""S",-,-,Online,U,1334,KHS_RNC,Physical Root/3G network/KHS_RNC,DBS3900 WCDMA,NORMAL,12/15/2017 15:17:47,12/15/2017 15:18:12,-
OMD-Alwaha-01-W-1335,BTS3900 WCDMA,17.25.73.11,-,BTS3900 V100R011C10SPH321,med_partition0205,10.100.0.39,GMT+02:00,-,-,-,-,"0D0'0""W","0D0'0""S",-,-,Online,U,1335,KHS_RNC,Physical Root/3G network/KHS_RNC,DBS3900 WCDMA,NORMAL,12/15/2017 15:58:29,12/15/2017 15:58:41,-
OMD-Elhittana-02-W-2644,BTS3900 WCDMA,17.25.73.8,-,BTS3900 V100R011C10SPH321,med_partition0206,10.100.0.39,GMT+02:00,-,-,-,-,"0D0'0""W","0D0'0""S",-,-,Online,U,2644,KHS_RNC,Physical Root/3G network/KHS_RNC,DBS3900 WCDMA,NORMAL,12/15/2017 15:58:43,12/15/2017 16:05:12,-
OMD-Elhittananorthb18-W-2659,BTS3900 WCDMA,17.25.73.6,-,BTS3900 V100R011C10SPH321,med_partition0205,10.100.0.39,GMT+02:00,-,-,-,-,"0D0'0""W","0D0'0""S",-,-,Online,U,2659,KHS_RNC,Physical Root/3G network/KHS_RNC,DBS3900 WCDMA,NORMAL,12/15/2017 17:01:23,12/15/2017 17:01:44,-
OMD-Elsrorab-01-W-1326,BTS3900 WCDMA,17.25.73.9,-,BTS3900 V100R011C10SPH321,med_partition0205,10.100.0.39,GMT+02:00,-,-,-,-,"0D0'0""W","0D0'0""S",-,-,Online,U,1326,KHS_RNC,Physical Root/3G network/KHS_RNC,DBS3900 WCDMA,NORMAL,12/15/2017 17:22:40,12/15/2017 17:25:12,-
NTH-Albarkal-RDU-01-W-5008,BTS3900 WCDMA,12.15.5.13,-,BTS3900 V100R009C00SPC290,med_partition0205,10.100.0.39,GMT+02:00,-,-,-,-,"0D0'0""W","0D0'0""S",-,-,Offline,U,5008,KHC_RNC,Physical Root/3G network/KHC_RNC,-,NORMAL,12/15/2017 18:25:35,12/16/2017 14:53:41,-
OMD-Khouromer-01-W-1328,BTS3900 WCDMA,17.25.73.12,-,BTS3900 V100R011C10SPH321,med_partition0205,10.100.0.39,GMT+02:00,-,-,-,-,"0D0'0""W","0D0'0""S",-,-,Online,U,1328,KHS_RNC,Physical Root/3G network/KHS_RNC,DBS3900 WCDMA,NORMAL,12/15/2017 18:39:56,12/15/2017 18:42:16,-
OMD-Airforcehq-01-W-1329,BTS3900 WCDMA,17.25.73.13,-,BTS3900 V100R011C10SPH321,med_partition0205,10.100.0.39,GMT+03:00,-,-,-,-,"0D0'0""W","0D0'0""S",-,-,Online,U,1329,KHS_RNC,Physical Root/3G network/KHS_RNC,DBS3900 WCDMA,NORMAL,12/15/2017 19:01:46,12/15/2017 19:02:16,-
OMD-Alegaiga-01-W-2625,BTS3900 WCDMA,17.25.73.7,-,BTS3900 V100R011C10SPH321,med_partition0205,10.100.0.39,GMT+02:00,-,-,-,-,"0D0'0""W","0D0'0""S",-,-,Online,U,2625,KHS_RNC,Physical Root/3G network/KHS_RNC,DBS3900 WCDMA,NORMAL,12/15/2017 19:37:35,12/15/2017 19:39:32,-
OMD-Algarafa-01-W-2693,BTS3900 WCDMA,17.25.73.5,-,BTS3900 V100R011C10SPH321,med_partition0206,10.100.0.39,GMT+02:00,-,-,-,-,"0D0'0""W","0D0'0""S",-,-,Online,U,2693,KHS_RNC,Physical Root/3G network/KHS_RNC,DBS3900 WCDMA,NORMAL,12/15/2017 20:53:44,12/15/2017 21:02:04,-
OMD-Umbadasheekan-01-W-1318,BTS3900 WCDMA,17.25.74.23,-,BTS3900 V100R011C10SPH321,med_partition0206,10.100.0.39,GMT+02:00,-,-,-,-,"0D0'0""W","0D0'0""S",-,-,Online,U,1318,KHS_RNC,Physical Root/3G network/KHS_RNC,DBS3900 WCDMA,NORMAL,12/17/2017 08:58:24,12/17/2017 09:00:41,-
OMD-Elthouraelhara9-01-W-1332,BTS3900 WCDMA,17.25.73.17,-,BTS3900 V100R011C10SPH321,med_partition0205,10.100.0.39,GMT+02:00,-,-,-,-,"0D0'0""W","0D0'0""S",-,-,Online,U,1332,KHS_RNC,Physical Root/3G network/KHS_RNC,DBS3900 WCDMA,NORMAL,12/17/2017 09:31:35,12/17/2017 09:33:28,-
OMD-Elthouraelhara21-01-W-1333,BTS3900 WCDMA,17.25.73.21,-,BTS3900 V100R011C10SPH321,med_partition0205,10.100.0.39,GMT+02:00,-,-,-,-,"0D0'0""W","0D0'0""S",-,-,Online,U,1333,KHS_RNC,Physical Root/3G network/KHS_RNC,DBS3900 WCDMA,NORMAL,12/17/2017 09:44:26,12/17/2017 09:53:17,-
OMD-Elmahadia-01-W-1336,BTS3900 WCDMA,17.25.73.18,-,BTS3900 V100R011C10SPH321,med_partition0205,10.100.0.39,GMT+02:00,-,-,-,-,"0D0'0""W","0D0'0""S",-,-,Online,U,1336,KHS_RNC,Physical Root/3G network/KHS_RNC,DBS3900 WCDMA,NORMAL,12/17/2017 10:41:53,12/17/2017 10:49:44,-
OMD-Elthouraelhara13-01-W-1339,BTS3900 WCDMA,17.25.73.19,-,BTS3900 V100R011C10SPH321,med_partition0205,10.100.0.39,GMT+02:00,-,-,-,-,"0D0'0""W","0D0'0""S",-,-,Online,U,1339,KHS_RNC,Physical Root/3G network/KHS_RNC,DBS3900 WCDMA,NORMAL,12/17/2017 11:32:48,12/17/2017 11:35:16,-
OMD-Karray-01-W-1330,BTS3900 WCDMA,17.25.73.20,-,BTS3900 V100R011C10SPH321,med_partition0205,10.100.0.39,GMT+02:00,-,-,-,-,"0D0'0""W","0D0'0""S",-,-,Online,U,1330,KHS_RNC,Physical Root/3G network/KHS_RNC,DBS3900 WCDMA,NORMAL,12/17/2017 13:31:32,12/17/2017 13:35:20,-
OMD-Elthawrab39-W-2618,BTS3900 WCDMA,17.25.73.25,-,BTS3900 V100R011C10SPH321,med_partition0205,10.100.0.39,GMT+02:00,-,-,-,-,"0D0'0""W","0D0'0""S",-,-,Online,U,2618,KHS_RNC,Physical Root/3G network/KHS_RNC,DBS3900 WCDMA,NORMAL,12/17/2017 14:02:50,12/17/2017 14:05:20,-
OMD-Elthawrab17-W-2624,BTS3900 WCDMA,17.25.73.14,-,BTS3900 V100R011C10SPH321,med_partition0206,10.100.0.39,GMT+02:00,-,-,-,-,"0D0'0""W","0D0'0""S",-,-,Online,U,2624,KHS_RNC,Physical Root/3G network/KHS_RNC,DBS3900 WCDMA,NORMAL,12/17/2017 14:38:14,12/17/2017 14:40:48,-
OMD-Elhittananorthb18-02-W-3124,BTS3900 WCDMA,17.25.73.16,-,BTS3900 V100R011C10SPH321,med_partition0206,10.100.0.39,GMT+02:00,-,-,-,-,"0D0'0""W","0D0'0""S",-,-,Online,U,3124,KHS_RNC,Physical Root/3G network/KHS_RNC,DBS3900 WCDMA,NORMAL,12/17/2017 15:03:14,12/17/2017 15:05:20,-
OMD-Elthouraelhara36-01-W-1137,BTS3900 WCDMA,17.23.60.14,-,BTS3900 V100R011C10SPH321,med_partition0206,10.100.0.39,GMT+02:00,-,-,-,-,"0D0'0""W","0D0'0""S",-,-,Online,U,1137,KHS_RNC,Physical Root/3G network/KHS_RNC,DBS3900 WCDMA,NORMAL,12/17/2017 15:12:52,12/17/2017 15:25:52,-
OMD-Karray-02-W-1618,BTS3900 WCDMA,17.25.74.29,-,BTS3900 V100R011C10SPH321,med_partition0205,10.100.0.39,GMT+02:00,-,-,-,-,"0D0'0""W","0D0'0""S",-,-,Online,U,1618,KHS_RNC,Physical Root/3G network/KHS_RNC,DBS3900 WCDMA,NORMAL,12/17/2017 15:47:11,12/17/2017 15:54:56,-
OMD-Umbadaelhara10-01-W-1338,BTS3900 WCDMA,17.25.74.24,-,BTS3900 V100R011C10SPH321,med_partition0205,10.100.0.39,GMT+02:00,-,-,-,-,"0D0'0""W","0D0'0""S",-,-,Online,U,1338,KHS_RNC,Physical Root/3G network/KHS_RNC,DBS3900 WCDMA,NORMAL,12/18/2017 09:11:17,12/18/2017 09:11:17,-
OMD-Umbadachinahb3-W-1152,BTS3900 WCDMA,17.23.60.16,-,BTS3900 V100R011C10SPH321,med_partition0205,10.100.0.39,GMT+02:00,-,-,-,-,"0D0'0""W","0D0'0""S",-,-,Online,U,1152,KHS_RNC,Physical Root/3G network/KHS_RNC,DBS3900 WCDMA,NORMAL,12/18/2017 10:30:04,12/18/2017 10:36:16,-
OMD-Umbadahara20-01-W-1317,BTS3900 WCDMA,17.25.73.24,-,BTS3900 V100R011C10SPH321,med_partition0205,10.100.0.39,GMT+02:00,-,-,-,-,"0D0'0""W","0D0'0""S",-,-,Online,U,1317,KHS_RNC,Physical Root/3G network/KHS_RNC,DBS3900 WCDMA,NORMAL,12/18/2017 12:04:30,12/18/2017 12:05:48,-
OMD-Umbadahb21-W-2614,BTS3900 WCDMA,17.25.74.30,-,BTS3900 V100R011C10SPH321,med_partition0205,10.100.0.39,GMT+02:00,-,-,-,-,"0D0'0""W","0D0'0""S",-,-,Online,U,2614,KHS_RNC,Physical Root/3G network/KHS_RNC,DBS3900 WCDMA,NORMAL,12/18/2017 12:12:05,12/18/2017 12:18:52,-
OMD-Umbadaelwasela-01-W-1344,BTS3900 WCDMA,17.25.74.25,-,BTS3900 V100R011C10SPH321,med_partition0206,10.100.0.39,GMT+02:00,-,-,-,-,"0D0'0""W","0D0'0""S",-,-,Online,U,1344,KHS_RNC,Physical Root/3G network/KHS_RNC,DBS3900 WCDMA,NORMAL,12/18/2017 12:37:18,12/18/2017 12:39:52,-
KHN-Alfakihashim-01-W-1094,BTS3900 WCDMA,17.23.21.24,-,BTS3900 V100R011C10SPH321,med_partition0205,10.100.0.39,GMT+02:00,-,-,-,-,"0D0'0""W","0D0'0""S",-,-,Online,U,1094,KHN_RNC,Physical Root/3G network/KHN_RNC,DBS3900 WCDMA,NORMAL,12/18/2017 12:49:22,12/20/2017 14:51:08,-
OMD-Umbadahb19-W-2612,BTS3900 WCDMA,17.25.73.22,-,BTS3900 V100R011C10SPH321,med_partition0206,10.100.0.39,GMT+02:00,-,-,-,-,"0D0'0""W","0D0'0""S",-,-,Online,U,2612,KHS_RNC,Physical Root/3G network/KHS_RNC,DBS3900 WCDMA,NORMAL,12/18/2017 13:03:48,12/18/2017 13:06:20,-
KHN-Hajyosif-02-W-1102,BTS3900 WCDMA,17.23.21.25,-,BTS3900 V100R011C10SPH321,med_partition0206,10.100.0.39,GMT+02:00,-,-,-,-,"0D0'0""W","0D0'0""S",-,-,Online,U,1102,KHN_RNC,Physical Root/3G network/KHN_RNC,DBS3900 WCDMA,NORMAL,12/18/2017 13:17:23,12/20/2017 19:43:48,-
OMD-Umbadahb20-W-2699,BTS3900 WCDMA,17.25.73.23,-,BTS3900 V100R011C10SPH321,med_partition0206,10.100.0.39,GMT+02:00,-,-,-,-,"0D0'0""W","0D0'0""S",-,-,Online,U,2699,KHS_RNC,Physical Root/3G network/KHS_RNC,DBS3900 WCDMA,NORMAL,12/18/2017 13:30:15,12/18/2017 13:33:52,-
OMD-Eltiganauni-01-W-1343,BTS3900 WCDMA,17.25.74.27,-,BTS3900 V100R011C10SPH321,med_partition0206,10.100.0.39,GMT+02:00,-,-,-,-,"0D0'0""W","0D0'0""S",-,-,Online,U,1343,KHS_RNC,Physical Root/3G network/KHS_RNC,DBS3900 WCDMA,NORMAL,12/18/2017 14:59:22,12/18/2017 15:01:52,-
OMD-ElThouraElhara7-01-W-1325,BTS3900 WCDMA,17.25.74.26,-,BTS3900 V100R011C10SPH321,med_partition0205,10.100.0.39,GMT+02:00,-,-,-,-,"0D0'0""W","0D0'0""S",-,-,Online,U,1325,KHS_RNC,Physical Root/3G network/KHS_RNC,DBS3900 WCDMA,NORMAL,12/18/2017 15:33:07,12/18/2017 15:33:52,-
OMD-Umbada-01-W-1313,BTS3900 WCDMA,17.25.74.12,-,BTS3900 V100R011C10SPH321,med_partition0205,10.100.0.39,GMT+02:00,-,-,-,-,"0D0'0""W","0D0'0""S",-,-,Online,U,1313,KHS_RNC,Physical Root/3G network/KHS_RNC,DBS3900 WCDMA,NORMAL,12/19/2017 08:34:40,12/19/2017 08:35:48,-
OMD-Umbadahb2-01-W-2603,BTS3900 WCDMA,17.25.74.31,-,BTS3900 V100R011C10SPH321,med_partition0205,10.100.0.39,GMT+08:00,-,-,-,-,"0D0'0""W","0D0'0""S",-,-,Online,U,2603,KHS_RNC,Physical Root/3G network/KHS_RNC,DBS3900 WCDMA,NORMAL,12/19/2017 09:07:07,12/19/2017 09:09:21,-
OMD-Umbadaelhara8-01-W-1360,BTS3900 WCDMA,17.25.74.13,-,BTS3900 V100R011C10SPH321,med_partition0206,10.100.0.39,GMT+02:00,-,-,-,-,"0D0'0""W","0D0'0""S",-,-,Online,U,1360,KHS_RNC,Physical Root/3G network/KHS_RNC,DBS3900 WCDMA,NORMAL,12/19/2017 09:32:52,12/19/2017 09:37:21,-
OMD-Umbadahara7-01-W-1311,BTS3900 WCDMA,17.25.74.10,-,BTS3900 V100R011C10SPH321,med_partition0205,10.100.0.39,GMT+02:00,-,-,-,-,"0D0'0""W","0D0'0""S",-,-,Online,U,1311,KHS_RNC,Physical Root/3G network/KHS_RNC,DBS3900 WCDMA,NORMAL,12/19/2017 10:40:25,12/19/2017 10:42:53,-
OMD-Umbadahara16-01-W-1312,BTS3900 WCDMA,17.25.74.11,-,BTS3900 V100R011C10SPH321,med_partition0205,10.100.0.39,GMT+02:00,-,-,-,-,"0D0'0""W","0D0'0""S",-,-,Online,U,1312,KHS_RNC,Physical Root/3G network/KHS_RNC,DBS3900 WCDMA,NORMAL,12/19/2017 11:19:32,12/19/2017 11:21:52,-
OMD-Umbadahara17-01-W-1314,BTS3900 WCDMA,17.25.74.15,-,BTS3900 V100R011C10SPH321,med_partition0205,10.100.0.39,GMT+02:00,-,-,-,-,"0D0'0""W","0D0'0""S",-,-,Online,U,1314,KHS_RNC,Physical Root/3G network/KHS_RNC,DBS3900 WCDMA,NORMAL,12/19/2017 13:54:47,12/19/2017 13:56:56,-
OMD-Umbadahara10-01-W-1316,BTS3900 WCDMA,17.25.74.14,-,BTS3900 V100R011C10SPH321,med_partition0206,10.100.0.39,GMT+02:00,-,-,-,-,"0D0'0""W","0D0'0""S",-,-,Online,U,1316,KHS_RNC,Physical Root/3G network/KHS_RNC,DBS3900 WCDMA,NORMAL,12/19/2017 14:35:19,12/19/2017 14:40:56,-
OMD-Umbadaelhara14-01-W-1348,BTS3900 WCDMA,17.25.74.7,-,BTS3900 V100R011C10SPH321,med_partition0205,10.100.0.39,GMT+02:00,-,-,-,-,"0D0'0""W","0D0'0""S",-,-,Online,U,1348,KHS_RNC,Physical Root/3G network/KHS_RNC,DBS3900 WCDMA,NORMAL,12/20/2017 08:47:03,12/20/2017 08:49:25,-
OMD-Umbadahb17-W-2701,BTS3900 WCDMA,17.25.74.5,-,BTS3900 V100R011C10SPH321,med_partition0205,10.100.0.39,GMT+02:00,-,-,-,-,"0D0'0""W","0D0'0""S",-,-,Online,U,2701,KHS_RNC,Physical Root/3G network/KHS_RNC,DBS3900 WCDMA,NORMAL,12/20/2017 12:13:31,12/20/2017 12:15:36,-
OMD-AngolaB06-W-2642,BTS3900 WCDMA,17.25.74.16,-,BTS3900 V100R011C10SPH321,med_partition0206,10.100.0.39,GMT+02:00,-,-,-,-,"0D0'0""W","0D0'0""S",-,-,Online,U,2642,KHS_RNC,Physical Root/3G network/KHS_RNC,DBS3900 WCDMA,NORMAL,12/20/2017 12:24:12,12/20/2017 12:26:32,-
OMD-Umbadazubairschl-01-W-1356,BTS3900 WCDMA,17.25.74.8,-,BTS3900 V100R011C10SPH321,med_partition0206,10.100.0.39,GMT+02:00,-,-,-,-,"0D0'0""W","0D0'0""S",-,-,Online,U,1356,KHS_RNC,Physical Root/3G network/KHS_RNC,DBS3900 WCDMA,NORMAL,12/20/2017 14:21:41,12/20/2017 14:26:05,-
OMD-Umbadasoqlibya-01-W-1357,BTS3900 WCDMA,17.25.74.9,-,BTS3900 V100R011C10SPH321,med_partition0205,10.100.0.39,GMT+02:00,-,-,-,-,"0D0'0""W","0D0'0""S",-,-,Online,U,1357,KHS_RNC,Physical Root/3G network/KHS_RNC,DBS3900 WCDMA,NORMAL,12/20/2017 14:39:24,12/20/2017 14:39:48,-
OMD-Umbadahb14-W-2686,BTS3900 WCDMA,17.23.60.17,-,BTS3900 V100R011C10SPH321,med_partition0205,10.100.0.39,GMT+02:00,-,-,-,-,"0D0'0""W","0D0'0""S",-,-,Online,U,2686,KHS_RNC,Physical Root/3G network/KHS_RNC,BTS3900A WCDMA,NORMAL,12/20/2017 14:57:05,12/20/2017 15:04:13,-
OMD-Umbadasoqlibya-02-W-3125,BTS3900 WCDMA,17.25.74.22,-,BTS3900 V100R011C10SPH321,med_partition0206,10.100.0.39,GMT+02:00,-,-,-,-,"0D0'0""W","0D0'0""S",-,-,Online,U,3125,KHS_RNC,Physical Root/3G network/KHS_RNC,DBS3900 WCDMA,NORMAL,12/20/2017 15:26:54,12/20/2017 15:33:12,-
OMD-Umbadaelgabrea-01-W-1359,BTS3900 WCDMA,17.25.74.19,-,BTS3900 V100R011C10SPH321,med_partition0206,10.100.0.39,GMT+02:00,-,-,-,-,"0D0'0""W","0D0'0""S",-,-,Online,U,1359,KHS_RNC,Physical Root/3G network/KHS_RNC,DBS3900 WCDMA,NORMAL,12/20/2017 15:59:40,12/20/2017 16:01:56,-
OMD-Elsabeel-01-W-1321,BTS3900 WCDMA,17.25.74.6,-,BTS3900 V100R011C10SPH321,med_partition0205,10.100.0.39,GMT+02:00,-,-,-,-,"0D0'0""W","0D0'0""S",-,-,Online,U,1321,KHS_RNC,Physical Root/3G network/KHS_RNC,DBS3900 WCDMA,NORMAL,12/20/2017 17:05:27,12/20/2017 18:13:40,-
OMD-AngolaB14-W-2623,BTS3900 WCDMA,17.25.74.33,-,BTS3900 V100R011C10SPH321,med_partition0205,10.100.0.39,GMT+02:00,-,-,-,-,"0D0'0""W","0D0'0""S",-,-,Online,U,2623,KHS_RNC,Physical Root/3G network/KHS_RNC,DBS3900 WCDMA,NORMAL,12/20/2017 17:53:10,12/20/2017 17:55:40,-
OMD-DarelsalamB04-W-2688,BTS3900 WCDMA,17.25.74.21,-,BTS3900 V100R011C10SPH321,med_partition0206,10.100.0.39,GMT+02:00,-,-,-,-,"0D0'0""W","0D0'0""S",-,-,Online,U,2688,KHS_RNC,Physical Root/3G network/KHS_RNC,DBS3900 WCDMA,NORMAL,12/21/2017 08:14:52,12/21/2017 08:20:32,-
OMD-DarelsalamB22-W-2681,BTS3900 WCDMA,17.25.74.32,-,BTS3900 V100R011C10SPH321,med_partition0206,10.100.0.39,GMT+02:00,-,-,-,-,"0D0'0""W","0D0'0""S",-,-,Online,U,2681,KHS_RNC,Physical Root/3G network/KHS_RNC,DBS3900 WCDMA,NORMAL,12/21/2017 09:15:35,12/21/2017 09:18:04,-
OMD-Daresalam-01-W-1309,BTS3900 WCDMA,17.25.74.17,-,BTS3900 V100R011C10SPH321,med_partition0206,10.100.0.39,GMT+02:00,-,-,-,-,"0D0'0""W","0D0'0""S",-,-,Online,U,1309,KHS_RNC,Physical Root/3G network/KHS_RNC,DBS3900 WCDMA,NORMAL,12/21/2017 09:36:06,12/21/2017 09:38:36,-
OMD-Darelsalam-09-W-1617,BTS3900 WCDMA,17.25.72.29,-,BTS3900 V100R011C10SPH321,med_partition0205,10.100.0.39,GMT+02:00,-,-,-,-,"0D0'0""W","0D0'0""S",-,-,Online,U,1617,KHS_RNC,Physical Root/3G network/KHS_RNC,DBS3900 WCDMA,NORMAL,12/21/2017 10:50:05,12/21/2017 10:53:08,-
OMD-Umbadahb51-W-2682,BTS3900 WCDMA,17.25.74.20,-,BTS3900 V100R011C10SPH321,med_partition0205,10.100.0.39,GMT+02:00,-,-,-,-,"0D0'0""W","0D0'0""S",-,-,Online,U,2682,KHS_RNC,Physical Root/3G network/KHS_RNC,DBS3900 WCDMA,NORMAL,12/21/2017 11:52:03,12/21/2017 12:00:12,-
KHN-Wadramli-01-W-1090,BTS3900 WCDMA,17.23.21.23,-,BTS3900 V100R011C10SPH321,med_partition0205,10.100.0.39,GMT+02:00,-,-,-,-,"0D0'0""W","0D0'0""S",-,-,Online,U,1090,KHN_RNC,Physical Root/3G network/KHN_RNC,DBS3900 WCDMA,NORMAL,12/21/2017 13:14:03,12/21/2017 16:42:16,-
OMD-Elfetehabeast-04-W-3132,BTS3900 WCDMA,17.25.72.32,-,BTS3900 V100R011C10SPH321,med_partition0206,10.100.0.39,GMT+02:00,-,-,-,-,"0D0'0""W","0D0'0""S",-,-,Online,U,3132,KHS_RNC,Physical Root/3G network/KHS_RNC,DBS3900 WCDMA,NORMAL,12/21/2017 14:47:36,12/21/2017 15:06:48,-
RDS-Swakin-01-W-152,BTS3900 WCDMA,10.11.50.21,-,BTS3900 V100R011C10SPH321,med_partition0205,10.100.0.39,GMT+02:00,-,-,-,-,"0D0'0""W","0D0'0""S",-,-,Offline,U,152,KHC_RNC,Physical Root/3G network/KHC_RNC,DBS3900 WCDMA,NORMAL,12/21/2017 17:11:31,12/21/2017 17:24:20,-
KHN-Alahamda-01-W-2564,BTS3900 WCDMA,17.23.21.26,-,BTS3900 V100R011C10SPH321,med_partition0206,10.100.0.39,GMT+02:00,-,-,-,-,"0D0'0""W","0D0'0""S",-,-,Online,U,2564,KHN_RNC,Physical Root/3G network/KHN_RNC,DBS3900 WCDMA,NORMAL,12/23/2017 10:36:14,12/24/2017 12:35:13,-
KHN-Umelguraawest-W-2574,BTS3900 WCDMA,17.23.21.27,-,BTS3900 V100R011C10SPH321,med_partition0206,10.100.0.39,GMT+02:00,-,-,-,-,"0D0'0""W","0D0'0""S",-,-,Online,U,2574,KHN_RNC,Physical Root/3G network/KHN_RNC,DBS3900 WCDMA,NORMAL,12/23/2017 10:41:31,12/24/2017 17:30:52,-
KHN-Hajyousif Daralsalam-09-W-1147,BTS3900 WCDMA,17.23.41.4,-,BTS3900 V100R011C10SPH321,med_partition0206,10.100.0.39,GMT+03:00,-,-,-,-,"0D0'0""W","0D0'0""S",-,-,Online,U,1147,KHN_RNC,Physical Root/3G network/KHN_RNC,DBS3900 WCDMA,NORMAL,12/23/2017 13:54:01,01/14/2018 09:45:56,-
KHN-Elmustafa-01-W-1107,BTS3900 WCDMA,17.23.41.3,-,BTS3900 V100R011C10SPH321,med_partition0206,10.100.0.39,GMT+03:00,-,-,-,-,"0D0'0""W","0D0'0""S",-,-,Online,U,1107,KHN_RNC,Physical Root/3G network/KHN_RNC,DBS3900 WCDMA,NORMAL,12/23/2017 13:54:01,12/23/2017 14:25:08,-
KHN-Elgaili-01-W-1106,BTS3900 WCDMA,17.23.41.2,-,BTS3900 V100R011C10SPH321,med_partition0206,10.100.0.39,GMT+03:00,-,-,-,-,"0D0'0""W","0D0'0""S",-,-,Online,U,1106,KHN_RNC,Physical Root/3G network/KHN_RNC,DBS3900 WCDMA,NORMAL,12/23/2017 13:54:01,12/26/2017 18:56:44,-
KHN-Alhufra-01-W-1422,BTS3900 WCDMA,17.23.41.5,-,BTS3900 V100R011C10SPH321,med_partition0206,10.100.0.39,GMT+03:00,-,-,-,-,"0D0'0""W","0D0'0""S",-,-,Online,U,1422,KHN_RNC,Physical Root/3G network/KHN_RNC,DBS3900 WCDMA,NORMAL,12/23/2017 13:54:02,12/28/2017 08:45:20,-
